"VM","Cluster","Host","IP","NIC","Operating System","CPU","Memory(GB)","Hard Disk","VMConfigFile","VMDKpath","VMDK Size"
"ut-vlem-s01","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.33,fe80::250:56ff:fea5:330,192.168.16.143,fe80::250:56ff:fea5:331","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 3","[Datastore_65] ut-vlem-s01/ut-vlem-s01.vmx","[Datastore_65] ut-vlem-s01/ut-vlem-s01_2.vmdk","40"
"ut-vlem-s02","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.36,fe80::250:56ff:fea5:332,192.168.16.144,fe80::250:56ff:fea5:333","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 1","[Datastore_80] ut-vlem-s02/ut-vlem-s02.vmx","[Datastore_80] ut-vlem-s02/ut-vlem-s02.vmdk","0.125"
"ut-vlem-s02","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.36,fe80::250:56ff:fea5:332,192.168.16.144,fe80::250:56ff:fea5:333","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 2","[Datastore_80] ut-vlem-s02/ut-vlem-s02.vmx","[Datastore_80] ut-vlem-s02/ut-vlem-s02_1.vmdk","32"
"ut-vlem-s02","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.36,fe80::250:56ff:fea5:332,192.168.16.144,fe80::250:56ff:fea5:333","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 3","[Datastore_80] ut-vlem-s02/ut-vlem-s02.vmx","[Datastore_80] ut-vlem-s02/ut-vlem-s02_2.vmdk","40"
"ut-vlem-s03","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.39,fe80::250:56ff:fea5:334,192.168.16.145,fe80::250:56ff:fea5:335","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 1","[Datastore_65] ut-vlem-s03/ut-vlem-s03.vmx","[Datastore_65] ut-vlem-s03/ut-vlem-s03.vmdk","0.125"
"ut-vlem-s03","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.39,fe80::250:56ff:fea5:334,192.168.16.145,fe80::250:56ff:fea5:335","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 2","[Datastore_65] ut-vlem-s03/ut-vlem-s03.vmx","[Datastore_65] ut-vlem-s03/ut-vlem-s03_1.vmdk","32"
"ut-vlem-s03","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.39,fe80::250:56ff:fea5:334,192.168.16.145,fe80::250:56ff:fea5:335","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 3","[Datastore_65] ut-vlem-s03/ut-vlem-s03.vmx","[Datastore_65] ut-vlem-s03/ut-vlem-s03_2.vmdk","40"
"ut-vlem-s04","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.49,fe80::250:56ff:fea5:336,192.168.16.146,fe80::250:56ff:fea5:337","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 1","[Datastore_80] ut-vlem-s04/ut-vlem-s04.vmx","[Datastore_80] ut-vlem-s04/ut-vlem-s04.vmdk","0.125"
"ut-vlem-s04","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.49,fe80::250:56ff:fea5:336,192.168.16.146,fe80::250:56ff:fea5:337","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 2","[Datastore_80] ut-vlem-s04/ut-vlem-s04.vmx","[Datastore_80] ut-vlem-s04/ut-vlem-s04_1.vmdk","32"
"ut-vlem-s04","Non_Prod_H","huav01.unix.mgmt.det","153.107.26.49,fe80::250:56ff:fea5:336,192.168.16.146,fe80::250:56ff:fea5:337","2","Red Hat Enterprise Linux 6 (64-bit)","4","16","Hard disk 3","[Datastore_80] ut-vlem-s04/ut-vlem-s04.vmx","[Datastore_80] ut-vlem-s04/ut-vlem-s04_2.vmdk","40"
